player,position,age,market_value,club,nationality,player_url,mv_millions,season
Selvi Clua,Defensive Midfield,19,-,Girona FC,['Spain'],https://www.transfermarkt.com/selvi-clua/profil/spieler/1061660,0.0,2023/24
Aleix García,Central Midfield,27,€25.00m,Girona FC,['Spain'],https://www.transfermarkt.com/aleix-garcia/profil/spieler/261504,25.0,2023/24
Yangel Herrera,Central Midfield,26,€25.00m,Girona FC,"['Venezuela', 'Spain']",https://www.transfermarkt.com/yangel-herrera/profil/spieler/378293,25.0,2023/24
Jhon Solís,Central Midfield,19,€3.00m,Girona FC,['Colombia'],https://www.transfermarkt.com/jhon-solis/profil/spieler/742521,3.0,2023/24
Enric García,Central Midfield,17,-,Girona FC,['Spain'],https://www.transfermarkt.com/enric-garcia/profil/spieler/1000626,0.0,2023/24
Iván Martín,Attacking Midfield,25,€15.00m,Girona FC,['Spain'],https://www.transfermarkt.com/ivan-martin/profil/spieler/341278,15.0,2023/24
Pablo Torre,Attacking Midfield,21,€3.00m,Girona FC,['Spain'],https://www.transfermarkt.com/pablo-torre/profil/spieler/720038,3.0,2023/24
Borja García,Attacking Midfield,33,€800k,Girona FC,['Spain'],https://www.transfermarkt.com/borja-garcia/profil/spieler/67808,0.8,2023/24
Ricard Artero,Attacking Midfield,21,-,Girona FC,['Spain'],https://www.transfermarkt.com/ricard-artero/profil/spieler/906025,0.0,2023/24
Toni Villa,Left Winger,29,€1.50m,Girona FC,['Spain'],https://www.transfermarkt.com/toni-villa/profil/spieler/337066,1.5,2023/24
Alex Almansa,Left Winger,20,-,Girona FC,['Spain'],https://www.transfermarkt.com/alex-almansa/profil/spieler/946269,0.0,2023/24
Juan Arango,Left Winger,18,-,Girona FC,"['Venezuela', 'Spain']",https://www.transfermarkt.com/juan-arango/profil/spieler/1025582,0.0,2023/24
Jastin Garcia,Left Winger,20,-,Girona FC,"['Portugal', 'Spain']",https://www.transfermarkt.com/jastin-garcia/profil/spieler/1061665,0.0,2023/24
Savinho,Right Winger,20,€50.00m,Girona FC,['Brazil'],https://www.transfermarkt.com/savinho/profil/spieler/743591,50.0,2023/24
Viktor Tsygankov,Right Winger,26,€30.00m,Girona FC,['Ukraine'],https://www.transfermarkt.com/viktor-tsygankov/profil/spieler/264372,30.0,2023/24
Portu,Right Winger,32,€3.50m,Girona FC,['Spain'],https://www.transfermarkt.com/portu/profil/spieler/99353,3.5,2023/24
Valery Fernández,Right Winger,24,€2.50m,Girona FC,['Spain'],https://www.transfermarkt.com/valery-fernandez/profil/spieler/331496,2.5,2023/24
Iker Almena,Right Winger,20,-,Girona FC,['Spain'],https://www.transfermarkt.com/iker-almena/profil/spieler/1061656,0.0,2023/24
Manu Vallejo,Second Striker,27,€1.50m,Girona FC,['Spain'],https://www.transfermarkt.com/manu-vallejo/profil/spieler/527350,1.5,2023/24
Artem Dovbyk,Centre-Forward,27,€35.00m,Girona FC,['Ukraine'],https://www.transfermarkt.com/artem-dovbyk/profil/spieler/343537,35.0,2023/24
Cristhian Stuani,Centre-Forward,37,€1.80m,Girona FC,"['Uruguay', 'Italy']",https://www.transfermarkt.com/cristhian-stuani/profil/spieler/59323,1.8,2023/24
Carles Garrido,Centre-Forward,19,€50k,Girona FC,['Spain'],https://www.transfermarkt.com/carles-garrido/profil/spieler/964264,0.05,2023/24
Unai Simón,Goalkeeper,27,€30.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-simon/profil/spieler/262396,30.0,2023/24
Julen Agirrezabala,Goalkeeper,23,€5.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/julen-agirrezabala/profil/spieler/625014,5.0,2023/24
Álex Padilla,Goalkeeper,20,€200k,Athletic Bilbao,"['Mexico', 'Spain']",https://www.transfermarkt.com/alex-padilla/profil/spieler/834483,0.2,2023/24
Dani Vivian,Centre-Back,24,€25.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,25.0,2023/24
Aitor Paredes,Centre-Back,24,€22.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/aitor-paredes/profil/spieler/591916,22.0,2023/24
Yeray Álvarez,Centre-Back,29,€8.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/yeray-alvarez/profil/spieler/255488,8.0,2023/24
Unai Egiluz,Centre-Back,22,€100k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-egiluz/profil/spieler/834485,0.1,2023/24
Yuri Berchiche,Left-Back,34,€1.80m,Athletic Bilbao,"['Spain', 'Algeria']",https://www.transfermarkt.com/yuri-berchiche/profil/spieler/61812,1.8,2023/24
Imanol García de Albéniz,Left-Back,24,€1.20m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/imanol-garcia-de-albeniz/profil/spieler/626954,1.2,2023/24
Iñigo Lekue,Right-Back,31,€3.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-lekue/profil/spieler/255501,3.0,2023/24
Óscar de Marcos,Right-Back,35,€1.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718,1.5,2023/24
Hugo Rincón,Right-Back,21,€250k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/hugo-rincon/profil/spieler/834487,0.25,2023/24
Mikel Vesga,Defensive Midfield,31,€4.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-vesga/profil/spieler/300168,4.0,2023/24
Peru Nolaskoain,Defensive Midfield,25,€1.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/peru-nolaskoain/profil/spieler/447052,1.0,2023/24
Beñat Prados,Central Midfield,23,€15.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/benat-prados/profil/spieler/625047,15.0,2023/24
Iñigo Ruiz de Galarreta,Central Midfield,30,€5.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/inigo-ruiz-de-galarreta/profil/spieler/126751,5.0,2023/24
Ander Herrera,Central Midfield,34,€2.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,2.0,2023/24
Dani García,Central Midfield,34,€1.80m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/dani-garcia/profil/spieler/178425,1.8,2023/24
Mikel Jauregizar,Central Midfield,20,€800k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/mikel-jauregizar/profil/spieler/938729,0.8,2023/24
Oihan Sancet,Attacking Midfield,24,€35.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/oihan-sancet/profil/spieler/571020,35.0,2023/24
Unai Gómez,Attacking Midfield,21,€6.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/unai-gomez/profil/spieler/834752,6.0,2023/24
Iker Muniain,Attacking Midfield,31,€5.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/iker-muniain/profil/spieler/54235,5.0,2023/24
Raúl García,Attacking Midfield,37,€1.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/raul-garcia/profil/spieler/34601,1.5,2023/24
Nico Williams,Left Winger,21,€60.00m,Athletic Bilbao,"['Spain', 'Ghana']",https://www.transfermarkt.com/nico-williams/profil/spieler/709187,60.0,2023/24
Álex Berenguer,Left Winger,28,€12.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/alex-berenguer/profil/spieler/338425,12.0,2023/24
Iñaki Williams,Right Winger,30,€25.00m,Athletic Bilbao,"['Ghana', 'Spain']",https://www.transfermarkt.com/inaki-williams/profil/spieler/255508,25.0,2023/24
Adu Ares,Right Winger,22,€2.00m,Athletic Bilbao,"['Spain', 'Guinea-Bissau']",https://www.transfermarkt.com/adu-ares/profil/spieler/895480,2.0,2023/24
Aingeru Olabarrieta,Right Winger,18,€500k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/aingeru-olabarrieta/profil/spieler/1056971,0.5,2023/24
Gorka Guruzeta,Centre-Forward,27,€18.00m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/gorka-guruzeta/profil/spieler/340205,18.0,2023/24
Asier Villalibre,Centre-Forward,26,€2.50m,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/asier-villalibre/profil/spieler/251897,2.5,2023/24
Javi Martón,Centre-Forward,25,€500k,Athletic Bilbao,['Spain'],https://www.transfermarkt.com/javi-marton/profil/spieler/711394,0.5,2023/24
Filip Jørgensen,Goalkeeper,22,€20.00m,Villarreal CF,"['Denmark', 'Sweden']",https://www.transfermarkt.com/filip-jorgensen/profil/spieler/585323,20.0,2023/24
Iker Álvarez,Goalkeeper,22,€800k,Villarreal CF,['Andorra'],https://www.transfermarkt.com/iker-alvarez/profil/spieler/547248,0.8,2023/24
Pepe Reina,Goalkeeper,41,€600k,Villarreal CF,['Spain'],https://www.transfermarkt.com/pepe-reina/profil/spieler/7825,0.6,2023/24
Matteo Gabbia,Centre-Back,24,€8.00m,Villarreal CF,['Italy'],https://www.transfermarkt.com/matteo-gabbia/profil/spieler/323167,8.0,2023/24
Yerson Mosquera,Centre-Back,23,€6.00m,Villarreal CF,['Colombia'],https://www.transfermarkt.com/yerson-mosquera/profil/spieler/716276,6.0,2023/24
Jorge Cuenca,Centre-Back,24,€6.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/jorge-cuenca/profil/spieler/494880,6.0,2023/24
Eric Bailly,Centre-Back,30,€3.00m,Villarreal CF,"[""Cote d'Ivoire""]",https://www.transfermarkt.com/eric-bailly/profil/spieler/286384,3.0,2023/24
Stefan Leković,Centre-Back,20,€1.80m,Villarreal CF,['Serbia'],https://www.transfermarkt.com/stefan-lekovic/profil/spieler/797572,1.8,2023/24
Aïssa Mandi,Centre-Back,32,€1.80m,Villarreal CF,"['Algeria', 'France']",https://www.transfermarkt.com/aissa-mandi/profil/spieler/80293,1.8,2023/24
Raúl Albiol,Centre-Back,38,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/raul-albiol/profil/spieler/15452,1.5,2023/24
Antonio Espigares,Centre-Back,19,€500k,Villarreal CF,['Spain'],https://www.transfermarkt.com/antonio-espigares/profil/spieler/886047,0.5,2023/24
Abraham del Moral,Centre-Back,22,€100k,Villarreal CF,['Spain'],https://www.transfermarkt.com/abraham-del-moral/profil/spieler/635344,0.1,2023/24
Alfonso Pedraza,Left-Back,28,€5.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alfonso-pedraza/profil/spieler/356197,5.0,2023/24
Alberto Moreno,Left-Back,31,€1.80m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,1.8,2023/24
Carlos Romero,Left-Back,22,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/carlos-romero/profil/spieler/709372,1.5,2023/24
Juan Foyth,Right-Back,26,€15.00m,Villarreal CF,"['Argentina', 'Spain']",https://www.transfermarkt.com/juan-foyth/profil/spieler/480763,15.0,2023/24
Adrià Altimira,Right-Back,23,€2.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/adria-altimira/profil/spieler/466807,2.0,2023/24
Kiko Femenía,Right-Back,33,€1.40m,Villarreal CF,['Spain'],https://www.transfermarkt.com/kiko-femenia/profil/spieler/76467,1.4,2023/24
Daniel Budesca,Right-Back,18,-,Villarreal CF,['Spain'],https://www.transfermarkt.com/daniel-budesca/profil/spieler/937942,0.0,2023/24
Étienne Capoue,Defensive Midfield,35,€1.50m,Villarreal CF,"['France', 'Guadeloupe']",https://www.transfermarkt.com/etienne-capoue/profil/spieler/63494,1.5,2023/24
Francis Coquelin,Defensive Midfield,33,€1.50m,Villarreal CF,"['France', 'Réunion']",https://www.transfermarkt.com/francis-coquelin/profil/spieler/74869,1.5,2023/24
Santi Comesaña,Central Midfield,27,€6.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/santi-comesana/profil/spieler/380598,6.0,2023/24
Ramón Terrats,Central Midfield,23,€4.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/ramon-terrats/profil/spieler/783396,4.0,2023/24
Dani Parejo,Central Midfield,35,€2.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/dani-parejo/profil/spieler/59561,2.5,2023/24
Manu Trigueros,Central Midfield,32,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/manu-trigueros/profil/spieler/188854,1.5,2023/24
Dani Requena,Central Midfield,20,€400k,Villarreal CF,['Spain'],https://www.transfermarkt.com/dani-requena/profil/spieler/945709,0.4,2023/24
Denis Suárez,Attacking Midfield,30,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/denis-suarez/profil/spieler/165007,1.5,2023/24
Álex Baena,Left Winger,22,€40.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alex-baena/profil/spieler/548111,40.0,2023/24
Gonçalo Guedes,Left Winger,27,€15.00m,Villarreal CF,['Portugal'],https://www.transfermarkt.com/goncalo-guedes/profil/spieler/225122,15.0,2023/24
Diego Collado,Left Winger,23,€800k,Villarreal CF,['Spain'],https://www.transfermarkt.com/diego-collado/profil/spieler/566965,0.8,2023/24
Yéremy Pino,Right Winger,21,€30.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/yeremy-pino/profil/spieler/568157,30.0,2023/24
Ilias Akhomach,Right Winger,20,€15.00m,Villarreal CF,"['Morocco', 'Spain']",https://www.transfermarkt.com/ilias-akhomach/profil/spieler/709969,15.0,2023/24
Bertrand Traoré,Right Winger,28,€9.00m,Villarreal CF,['Burkina Faso'],https://www.transfermarkt.com/bertrand-traore/profil/spieler/131996,9.0,2023/24
Alexander Sørloth,Centre-Forward,28,€25.00m,Villarreal CF,['Norway'],https://www.transfermarkt.com/alexander-sorloth/profil/spieler/238407,25.0,2023/24
Gerard Moreno,Centre-Forward,32,€10.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/gerard-moreno/profil/spieler/177467,10.0,2023/24
Ben Brereton Díaz,Centre-Forward,25,€8.00m,Villarreal CF,"['Chile', 'England']",https://www.transfermarkt.com/ben-brereton-diaz/profil/spieler/426192,8.0,2023/24
Álex Forés,Centre-Forward,23,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/alex-fores/profil/spieler/709380,1.5,2023/24
José Luis Morales,Centre-Forward,36,€1.50m,Villarreal CF,['Spain'],https://www.transfermarkt.com/jose-luis-morales/profil/spieler/252677,1.5,2023/24
Jorge Pascual,Centre-Forward,21,€1.00m,Villarreal CF,['Spain'],https://www.transfermarkt.com/jorge-pascual/profil/spieler/669511,1.0,2023/24
Giorgi Mamardashvili,Goalkeeper,23,€35.00m,Valencia CF,['Georgia'],https://www.transfermarkt.com/giorgi-mamardashvili/profil/spieler/502676,35.0,2023/24
Jaume Doménech,Goalkeeper,33,€800k,Valencia CF,['Spain'],https://www.transfermarkt.com/jaume-domenech/profil/spieler/227805,0.8,2023/24
Cristian Rivero,Goalkeeper,26,€200k,Valencia CF,['Spain'],https://www.transfermarkt.com/cristian-rivero/profil/spieler/398131,0.2,2023/24
Vicent Abril,Goalkeeper,19,-,Valencia CF,['Spain'],https://www.transfermarkt.com/vicent-abril/profil/spieler/741251,0.0,2023/24
Cristhian Mosquera,Centre-Back,20,€30.00m,Valencia CF,"['Spain', 'Colombia']",https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,30.0,2023/24
Yarek Gasiorowski,Centre-Back,19,€15.00m,Valencia CF,"['Spain', 'Poland']",https://www.transfermarkt.com/yarek-gasiorowski/profil/spieler/895334,15.0,2023/24
Cenk Özkacar,Centre-Back,23,€4.00m,Valencia CF,['Türkiye'],https://www.transfermarkt.com/cenk-ozkacar/profil/spieler/615350,4.0,2023/24
Mouctar Diakhaby,Centre-Back,27,€2.00m,Valencia CF,"['Guinea', 'France']",https://www.transfermarkt.com/mouctar-diakhaby/profil/spieler/346289,2.0,2023/24
Gabriel Paulista,Centre-Back,33,€2.00m,Valencia CF,"['Brazil', 'Spain']",https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,2.0,2023/24
César Tárrega,Centre-Back,22,€1.50m,Valencia CF,['Spain'],https://www.transfermarkt.com/cesar-tarrega/profil/spieler/707274,1.5,2023/24
Rubén Iranzo,Centre-Back,21,€300k,Valencia CF,['Spain'],https://www.transfermarkt.com/ruben-iranzo/profil/spieler/668212,0.3,2023/24
José Gayà,Left-Back,29,€25.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/jose-gaya/profil/spieler/221322,25.0,2023/24
Jesús Vázquez,Left-Back,21,€3.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/jesus-vazquez/profil/spieler/623024,3.0,2023/24
Thierry Correia,Right-Back,25,€6.00m,Valencia CF,"['Portugal', 'Cape Verde']",https://www.transfermarkt.com/thierry-correia/profil/spieler/367466,6.0,2023/24
Dimitri Foulquier,Right-Back,31,€2.50m,Valencia CF,"['Guadeloupe', 'France']",https://www.transfermarkt.com/dimitri-foulquier/profil/spieler/170472,2.5,2023/24
Pepelu,Defensive Midfield,25,€22.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/pepelu/profil/spieler/328480,22.0,2023/24
Hugo Guillamón,Defensive Midfield,24,€8.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/hugo-guillamon/profil/spieler/495629,8.0,2023/24
Javi Guerra,Central Midfield,21,€20.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/javi-guerra/profil/spieler/834764,20.0,2023/24
Ali Fadal,Central Midfield,20,€100k,Valencia CF,['Ghana'],https://www.transfermarkt.com/ali-fadal/profil/spieler/980242,0.1,2023/24
Javi Navarro,Central Midfield,20,€25k,Valencia CF,['Spain'],https://www.transfermarkt.com/javi-navarro/profil/spieler/646743,0.025,2023/24
André Almeida,Attacking Midfield,24,€15.00m,Valencia CF,['Portugal'],https://www.transfermarkt.com/andre-almeida/profil/spieler/375382,15.0,2023/24
Selim Amallah,Attacking Midfield,27,€1.50m,Valencia CF,"['Morocco', 'Belgium']",https://www.transfermarkt.com/selim-amallah/profil/spieler/377219,1.5,2023/24
Pablo Gozálbez,Attacking Midfield,23,€800k,Valencia CF,['Spain'],https://www.transfermarkt.com/pablo-gozalbez/profil/spieler/622992,0.8,2023/24
Martín Tejón,Attacking Midfield,20,€100k,Valencia CF,['Spain'],https://www.transfermarkt.com/martin-tejon/profil/spieler/941883,0.1,2023/24
Sergi Canós,Left Winger,27,€2.50m,Valencia CF,['Spain'],https://www.transfermarkt.com/sergi-canos/profil/spieler/251845,2.5,2023/24
Marco Camus,Left Winger,22,€300k,Valencia CF,['Spain'],https://www.transfermarkt.com/marco-camus/profil/spieler/636119,0.3,2023/24
Diego López,Right Winger,22,€14.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/diego-lopez/profil/spieler/617081,14.0,2023/24
Fran Pérez,Right Winger,21,€8.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/fran-perez/profil/spieler/622988,8.0,2023/24
Peter Federico,Right Winger,21,€3.00m,Valencia CF,"['Dominican Republic', 'Spain']",https://www.transfermarkt.com/peter-federico/profil/spieler/710004,3.0,2023/24
David Otorbi,Right Winger,16,€500k,Valencia CF,"['Spain', 'Nigeria']",https://www.transfermarkt.com/david-otorbi/profil/spieler/1009766,0.5,2023/24
Hugo González,Right Winger,21,€300k,Valencia CF,['Spain'],https://www.transfermarkt.com/hugo-gonzalez/profil/spieler/707279,0.3,2023/24
Hugo Duro,Centre-Forward,24,€16.00m,Valencia CF,['Spain'],https://www.transfermarkt.com/hugo-duro/profil/spieler/573775,16.0,2023/24
Roman Yaremchuk,Centre-Forward,28,€3.50m,Valencia CF,['Ukraine'],https://www.transfermarkt.com/roman-yaremchuk/profil/spieler/221958,3.5,2023/24
Alberto Marí,Centre-Forward,22,€1.50m,Valencia CF,['Spain'],https://www.transfermarkt.com/alberto-mari/profil/spieler/634105,1.5,2023/24
Mario Dominguez,Centre-Forward,20,€200k,Valencia CF,['Spain'],https://www.transfermarkt.com/mario-dominguez/profil/spieler/941867,0.2,2023/24
Joselu Pérez,Centre-Forward,20,€100k,Valencia CF,['Spain'],https://www.transfermarkt.com/joselu-perez/profil/spieler/1000135,0.1,2023/24
Bono,Goalkeeper,33,€9.00m,Sevilla FC,"['Morocco', 'Canada']",https://www.transfermarkt.com/bono/profil/spieler/207834,9.0,2023/24
Ørjan Nyland,Goalkeeper,33,€1.40m,Sevilla FC,['Norway'],https://www.transfermarkt.com/orjan-nyland/profil/spieler/73517,1.4,2023/24
Marko Dmitrovic,Goalkeeper,32,€900k,Sevilla FC,['Serbia'],https://www.transfermarkt.com/marko-dmitrovic/profil/spieler/94308,0.9,2023/24
Alberto Flores,Goalkeeper,20,€300k,Sevilla FC,['Spain'],https://www.transfermarkt.com/alberto-flores/profil/spieler/766552,0.3,2023/24
Matías Árbol,Goalkeeper,21,€100k,Sevilla FC,['Spain'],https://www.transfermarkt.com/matias-arbol/profil/spieler/767255,0.1,2023/24
Rafael Romero,Goalkeeper,20,-,Sevilla FC,['Spain'],https://www.transfermarkt.com/rafael-romero/profil/spieler/833884,0.0,2023/24
Loïc Badé,Centre-Back,24,€14.00m,Sevilla FC,"['France', ""Cote d'Ivoire""]",https://www.transfermarkt.com/loic-bade/profil/spieler/730581,14.0,2023/24
Kike Salas,Centre-Back,22,€10.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/kike-salas/profil/spieler/766583,10.0,2023/24
Marcão,Centre-Back,28,€4.00m,Sevilla FC,['Brazil'],https://www.transfermarkt.com/marcao/profil/spieler/439022,4.0,2023/24
Federico Gattoni,Centre-Back,25,€3.50m,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/federico-gattoni/profil/spieler/660735,3.5,2023/24
Tanguy Nianzou,Centre-Back,22,€3.00m,Sevilla FC,"['France', ""Cote d'Ivoire""]",https://www.transfermarkt.com/tanguy-nianzou/profil/spieler/538996,3.0,2023/24
Sergio Ramos,Centre-Back,38,€2.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,2.5,2023/24
Xavi Sintes,Centre-Back,22,€200k,Sevilla FC,['Spain'],https://www.transfermarkt.com/xavi-sintes/profil/spieler/569876,0.2,2023/24
Adrià Pedrosa,Left-Back,26,€6.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/adria-pedrosa/profil/spieler/501418,6.0,2023/24
Marcos Acuña,Left-Back,32,€4.00m,Sevilla FC,['Argentina'],https://www.transfermarkt.com/marcos-acuna/profil/spieler/60410,4.0,2023/24
Diego Hormigo,Left-Back,21,€200k,Sevilla FC,['Spain'],https://www.transfermarkt.com/diego-hormigo/profil/spieler/767229,0.2,2023/24
Oso,Left-Back,20,€200k,Sevilla FC,"['Spain', 'Argentina']",https://www.transfermarkt.com/osotm/profil/spieler/1032280,0.2,2023/24
Juanlu Sánchez,Right-Back,20,€15.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/juanlu-sanchez/profil/spieler/676042,15.0,2023/24
Gonzalo Montiel,Right-Back,27,€10.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/gonzalo-montiel/profil/spieler/402733,10.0,2023/24
Jesús Navas,Right-Back,38,€2.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,2.5,2023/24
Darío Benavides,Right-Back,21,€150k,Sevilla FC,['Spain'],https://www.transfermarkt.com/dario-benavides/profil/spieler/711626,0.15,2023/24
Boubakary Soumaré,Defensive Midfield,25,€14.00m,Sevilla FC,"['France', 'Senegal']",https://www.transfermarkt.com/boubakary-soumare/profil/spieler/344605,14.0,2023/24
Lucien Agoumé,Defensive Midfield,22,€6.00m,Sevilla FC,"['France', 'Cameroon']",https://www.transfermarkt.com/lucien-agoume/profil/spieler/569384,6.0,2023/24
Nemanja Gudelj,Defensive Midfield,32,€3.50m,Sevilla FC,"['Serbia', 'Netherlands']",https://www.transfermarkt.com/nemanja-gudelj/profil/spieler/74294,3.5,2023/24
Fernando,Defensive Midfield,36,€2.00m,Sevilla FC,"['Brazil', 'Portugal']",https://www.transfermarkt.com/fernando/profil/spieler/51174,2.0,2023/24
Djibril Sow,Central Midfield,27,€9.00m,Sevilla FC,"['Switzerland', 'Senegal']",https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,9.0,2023/24
Óliver Torres,Central Midfield,29,€6.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/oliver-torres/profil/spieler/214775,6.0,2023/24
Joan Jordán,Central Midfield,29,€3.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,3.5,2023/24
Ivan Rakitic,Central Midfield,36,€3.50m,Sevilla FC,"['Croatia', 'Switzerland']",https://www.transfermarkt.com/ivan-rakitic/profil/spieler/32467,3.5,2023/24
Manu Bueno,Central Midfield,19,€300k,Sevilla FC,['Spain'],https://www.transfermarkt.com/manu-bueno/profil/spieler/766723,0.3,2023/24
Lulo Dasilva,Central Midfield,21,€150k,Sevilla FC,"['Spain', 'Brazil']",https://www.transfermarkt.com/lulo-dasilva/profil/spieler/718581,0.15,2023/24
Alberto Collado,Central Midfield,19,-,Sevilla FC,['Spain'],https://www.transfermarkt.com/alberto-collado/profil/spieler/935342,0.0,2023/24
Hannibal,Attacking Midfield,21,€9.00m,Sevilla FC,"['Tunisia', 'France']",https://www.transfermarkt.com/hannibal/profil/spieler/607224,9.0,2023/24
Stanis Idumbo,Attacking Midfield,19,€800k,Sevilla FC,"['Belgium', 'DR Congo']",https://www.transfermarkt.com/stanis-idumbo/profil/spieler/743387,0.8,2023/24
Miguel Capitas,Attacking Midfield,23,€200k,Sevilla FC,['Spain'],https://www.transfermarkt.com/miguel-capitas/profil/spieler/628926,0.2,2023/24
Lucas Ocampos,Left Winger,29,€9.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/lucas-ocampos/profil/spieler/189441,9.0,2023/24
Isra Domínguez,Left Winger,21,€150k,Sevilla FC,['Spain'],https://www.transfermarkt.com/isra-dominguez/profil/spieler/916014,0.15,2023/24
Papu Gómez,Left Winger,36,-,Sevilla FC,"['Argentina', 'Italy']",https://www.transfermarkt.com/papu-gomez/profil/spieler/20005,0.0,2023/24
Dodi Lukébakio,Right Winger,26,€12.00m,Sevilla FC,"['Belgium', 'DR Congo']",https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,12.0,2023/24
Suso,Right Winger,30,€4.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/suso/profil/spieler/111961,4.0,2023/24
Jesús Corona,Right Winger,31,€3.50m,Sevilla FC,"['Mexico', 'Portugal']",https://www.transfermarkt.com/jesus-corona/profil/spieler/125165,3.5,2023/24
Erik Lamela,Right Winger,32,€2.00m,Sevilla FC,"['Argentina', 'Spain']",https://www.transfermarkt.com/erik-lamela/profil/spieler/111630,2.0,2023/24
Adnan Januzaj,Right Winger,29,€2.00m,Sevilla FC,"['Belgium', 'Kosovo']",https://www.transfermarkt.com/adnan-januzaj/profil/spieler/177847,2.0,2023/24
Youssef En-Nesyri,Centre-Forward,27,€20.00m,Sevilla FC,['Morocco'],https://www.transfermarkt.com/youssef-en-nesyri/profil/spieler/433049,20.0,2023/24
Isaac Romero,Centre-Forward,24,€18.00m,Sevilla FC,['Spain'],https://www.transfermarkt.com/isaac-romero/profil/spieler/687609,18.0,2023/24
Alejo Veliz,Centre-Forward,20,€9.00m,Sevilla FC,['Argentina'],https://www.transfermarkt.com/alejo-veliz/profil/spieler/888493,9.0,2023/24
Rafa Mir,Centre-Forward,27,€2.50m,Sevilla FC,['Spain'],https://www.transfermarkt.com/rafa-mir/profil/spieler/361254,2.5,2023/24
